"Season","1st Date","# of Perfs","Conductor","Orch.","Location","Venue","Event","Soloist","ID"
"1955-56","12/10/1955 20:45:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Leon Fleisher","1160"
"1955-56","12/04/1955 14:30:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Joseph Szigeti","1152"
"1955-56","10/02/1955 11:00:00","1","Dimitri Mitropoulos","New York Philharmonic","Athens, GREECE","Orpheus Hall","Tour","","2114"
"1955-56","09/27/1955 21:00:00","1","Dimitri Mitropoulos","New York Philharmonic","Perugia, ITALY","Teatro Morlacchi","Tour","","5196"
"1955-56","09/19/1955 21:00:00","1","Guido Cantelli","New York Philharmonic","Paris, FRANCE","Theâtre des Champs-Élysées","Tour","","5161"
"1955-56","09/18/1955 21:00:00","1","Dimitri Mitropoulos","New York Philharmonic","Paris, FRANCE","Theâtre des Champs-Élysées","Tour","Robert Casadesus","5157"
"1955-56","09/05/1955 20:00:00","1","Dimitri Mitropoulos","New York Philharmonic","Edinburgh, SCOTLAND","Usher Hall","Tour","Myra Hess","5098"
"1954-55","06/20/1955 20:30:00","1","Dimitri Mitropoulos","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Rudolf Serkin","11133"
"1954-55","05/21/1955 20:30:00","1","Guido Cantelli","New York Philharmonic","Chicago, IL","Symphony Center (Orchestra Hall)","Tour","","1595"
"1954-55","05/18/1955 20:00:00","1","Guido Cantelli","New York Philharmonic","Madison, WI","Stock Pavilion","Tour","","1585"
"1954-55","05/12/1955 20:15:00","1","Dimitri Mitropoulos","New York Philharmonic","Provo, UT","Smith Fieldhouse (George Albert)","Tour","Grant Johannesen","1558"
"1954-55","05/07/1955 00:00:00","1","Guido Cantelli","New York Philharmonic","Corvallis, OR","Gill Coliseum","Tour","","1537"
"1954-55","04/22/1955 00:00:00","1","Guido Cantelli","New York Philharmonic","Topeka, KS","Unknown Venue","Tour","","4567"
"1954-55","04/16/1955 00:00:00","1","Wilfrid Pelletier","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","John Langstaff,James H. Fassett,Bruce Steeg,Audience","6712"
"1954-55","04/14/1955 20:45:00","3","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Frances Yeend","2332"
"1954-55","02/05/1955 20:45:00","1","Walter Hendl","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Aldo Parisot","935"
"1954-55","01/15/1955 20:45:00","1","Guido Cantelli","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Robert Casadesus","3986"
"1954-55","01/08/1955 00:00:00","1","Wilfrid Pelletier","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","James H. Fassett","1008"
"1954-55","01/02/1955 14:30:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Erica Morini","3956"
"1954-55","12/30/1954 20:45:00","2","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Erica Morini","315"
"1954-55","11/20/1954 11:00:00","1","Wilfrid Pelletier","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","James H. Fassett,Robert Notkoff","327"
"1954-55","11/18/1954 20:45:00","2","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Clifford Curzon","3347"
"1954-55","10/24/1954 14:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Grant Johannesen","6351"
"1953-54","04/10/1954 20:15:00","1","Dimitri Mitropoulos","New York Philharmonic","Roanoke, VA","American Legion Auditorium","Tour","","3691"
"1953-54","04/09/1954 20:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Greensboro, NC","Aycock Auditorium","Tour","","3688"
"1953-54","04/07/1954 20:15:00","1","Dimitri Mitropoulos","New York Philharmonic","Columbia, SC","Township Auditorium","Tour","","3680"
"1953-54","04/06/1954 20:00:00","1","Dimitri Mitropoulos","New York Philharmonic","Clemson, SC","Clemson College","Tour","","3677"
"1953-54","04/03/1954 20:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Montgomery, AL","Sidney Lanier Auditorium","Tour","","3667"
"1953-54","04/02/1954 20:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Birmingham, AL","Municipal Auditorium","Tour","","3664"
"1953-54","03/31/1954 20:15:00","1","Dimitri Mitropoulos","New York Philharmonic","Knoxville, TN","Alumni Memorial Auditorium","Tour","","6672"
"1953-54","03/03/1954 15:15:00","1","Franco Autori","New York Philharmonic","Brooklyn, NY","Prospect Heights High School","Student Concert","","1434"
"1953-54","02/27/1954 20:45:00","1","Guido Cantelli","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Rudolf Serkin","112"
"1953-54","01/23/1954 11:00:00","1","Wilfrid Pelletier","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","Judith Jaimes,Deems Taylor,Young Players Orchestra","147"
"1953-54","01/10/1954 14:30:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Isaac Stern","3117"
"1953-54","01/09/1954 20:45:00","1","Franco Autori","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Jacques Abram","3111"
"1953-54","01/07/1954 20:45:00","2","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Isaac Stern","3105"
"1953-54","12/20/1953 14:30:00","1","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Erica Morini","6773"
"1953-54","11/29/1953 14:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Nicole Henriot","2450"
"1952-53","08/07/1953 20:30:00","1","Rémus Tzincoca","Members of NY Philharmonic","Newport, RI","Salve Regina College","Festival","Erica Morini","11807"
"1952-53","07/22/1953 20:30:00","1","Alexander Smallens","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Gordon Manley","11237"
"1952-53","07/09/1953 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Mischa Elman","11224"
"1952-53","04/25/1953 20:45:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","522"
"1952-53","04/23/1953 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Nathan Milstein","520"
"1952-53","03/05/1953 20:45:00","3","Guido Cantelli","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","3531"
"1952-53","02/28/1953 20:45:00","1","Franco Autori","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Jeanne Mitchell","6602"
"1952-53","02/15/1953 14:30:00","1","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Camilla Wicks","6580"
"1952-53","02/18/1953 00:00:00","1","Franco Autori","New York Philharmonic","Huntington, NY","Junior High School (R.K. Toaz)","Young People's Concert","","3613"
"1952-53","02/14/1953 20:45:00","1","Alec Sherman","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Myra Hess","6576"
"1952-53","02/14/1953 00:00:00","1","Igor Buketoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","Leah Mellman","3607"
"1952-53","01/03/1953 20:45:00","1","Franco Autori","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Eugene Istomin","2206"
"1952-53","12/21/1952 14:30:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Guiomar Novaes","5923"
"1952-53","12/07/1952 14:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Lelia Gousseau","5876"
"1952-53","11/27/1952 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","William Kapell","1524"
"1952-53","11/18/1952 20:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Washington, DC","Constitution Hall","Runout","","1506"
"1952-53","11/16/1952 14:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Joseph Szigeti","1500"
"1952-53","11/15/1952 11:00:00","1","Igor Buketoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","William Vacchiano,Midwood High School Choir","5951"
"1951-52","07/10/1952 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Yehudi Menuhin","11065"
"1951-52","03/06/1952 20:45:00","2","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Monique de la Bruchollerie","5580"
"1951-52","02/28/1952 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","1222"
"1951-52","02/17/1952 14:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Arthur Whittemore,Jack Lowe","1205"
"1951-52","02/07/1952 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Myra Hess","1185"
"1951-52","01/03/1952 20:45:00","3","Guido Cantelli","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Westminster Choir","4249"
"1951-52","11/25/1951 14:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Rudolf Serkin","3601"
"1951-52","11/24/1951 20:45:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Jean Casadesus","3593"
"1950-51","09/01/1951 19:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Edinburgh, SCOTLAND","Usher Hall","Tour","Rudolf Serkin","4456"
"1950-51","08/29/1951 19:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Edinburgh, SCOTLAND","Usher Hall","Tour","Robert Casadesus","134"
"1950-51","08/23/1951 19:30:00","1","Dimitri Mitropoulos","New York Philharmonic","Edinburgh, SCOTLAND","Usher Hall","Tour","","99"
"1950-51","07/16/1951 20:30:00","1","Vladimir Golschmann","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Nathan Milstein","11032"
"1950-51","04/22/1951 14:45:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Artur Rubinstein","1668"
"1950-51","03/18/1951 14:45:00","1","Victor De Sabata","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Claudio Arrau","4702"
"1950-51","02/05/1951 20:45:00","1","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Pension Fund Benefit Concert","Kirsten Flagstad","308"
"1950-51","01/07/1951 14:45:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Guiomar Novaes","3365"
"1950-51","01/06/1951 11:00:00","1","Igor Buketoff","New York Philharmonic","Manhattan, NY","Carnegie Hall","Young People's Concert","Susan Starr,Audience","362"
"1950-51","01/04/1951 20:45:00","2","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","John Corigliano","3357"
"1950-51","12/31/1950 14:45:00","1","George Szell","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Rudolf Serkin","7019"
"1950-51","12/10/1950 00:00:00","1","Fritz Busch","New York Philharmonic","Manhattan, NY","Metropolitan Opera House (39th street)","Special","Marian Anderson","1395"
"1950-51","11/07/1950 20:15:00","1","Dimitri Mitropoulos","New York Philharmonic","Hartford, CT","Bushnell Auditorium","Runout","","2649"
"1950-51","10/15/1950 14:45:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","5679"
"1950-51","10/17/1950 20:30:00","1","Dimitri Mitropoulos","New York Philharmonic","New Brunswick, NJ","Rutgers University","Runout","","5686"
"1950-51","10/12/1950 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","5673"
"1949-50","07/26/1950 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Naoum Blinder","11088"
"1949-50","06/20/1950 20:30:00","1","Efrem Kurtz","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Albert Spalding","10823"
"1949-50","04/03/1950 20:45:00","1","Franco Autori","New York Philharmonic","Manhattan, NY","Hotel Plaza","Private Concert","","5581"
"1949-50","03/19/1950 14:45:00","1","Victor De Sabata","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Nathan Milstein","3808"
"1949-50","03/18/1950 20:45:00","1","Victor De Sabata","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Miriam Solovieff","3804"
"1949-50","02/26/1950 14:45:00","1","Leonard Bernstein","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Lukas Foss","6841"
"1949-50","01/26/1950 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Robert Casadesus","2489"
"1949-50","01/21/1950 20:45:00","1","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Leonard Pennario","2482"
"1949-50","01/14/1950 20:45:00","2","Dimitri Mitropoulos","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Szymon Goldberg","2472"
"1949-50","11/15/1949 00:00:00","1","Dimitri Mitropoulos","New York Philharmonic","Norwalk, CT","High School Auditorium","Runout","","1754"
"1949-50","11/10/1949 20:45:00","2","Leopold Stokowski","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","William Kapell","1743"
"1949-50","10/30/1949 14:45:00","1","Leopold Stokowski","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Martha Lipton","4810"
"1949-50","10/27/1949 20:45:00","2","Leopold Stokowski","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Martha Lipton","4803"
"1949-50","10/15/1949 20:20:00","1","Bruno Walter","New York Philharmonic","Manhattan, NY","Hunter College","Subscription Season","","4791"
"1948-49","08/08/1949 20:30:00","1","Dimitri Mitropoulos","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Joseph Szigeti","11003"
"1948-49","07/27/1949 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Leon Fleisher","10992"
"1948-49","07/14/1949 20:30:00","1","Adrian Boult","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Claudio Arrau","10983"
"1948-49","06/20/1949 20:30:00","1","Fritz Reiner","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","William Kapell","10966"
"1948-49","05/01/1949 14:45:00","1","Bruno Walter","New York Philharmonic","Washington, DC","Constitution Hall","Tour","","6476"
"1948-49","04/28/1949 20:30:00","1","Bruno Walter","New York Philharmonic","Cincinnati, OH","Music Hall","Tour","","2153"
"1948-49","04/07/1949 20:45:00","3","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","7248"
"1948-49","04/05/1949 20:15:00","1","Bruno Walter","New York Philharmonic","Hartford, CT","Bushnell Auditorium","Runout","","7242"
"1948-49","03/20/1949 14:45:00","1","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","","2916"
"1948-49","03/10/1949 20:45:00","2","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Erica Morini","2897"
"1948-49","03/06/1949 14:45:00","1","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Clifford Curzon","2891"
"1948-49","03/03/1949 20:45:00","2","Bruno Walter","New York Philharmonic","Manhattan, NY","Carnegie Hall","Subscription Season","Clifford Curzon","2881"
"1948-49","10/01/1948 00:00:00","1","Leopold Stokowski","New York Philharmonic","Rochester, NY","Eastman Theatre","Tour","","6139"
"1948-49","09/25/1948 20:00:00","1","Leopold Stokowski","New York Philharmonic","Madison, WI","Stock Pavilion","Tour","No Soloist","1753"
"1948-49","09/22/1948 00:00:00","1","Leopold Stokowski","New York Philharmonic","Detroit, MI","Masonic Auditorium","Tour","","1742"
"1947-48","07/12/1948 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Claudio Arrau","11191"
"1947-48","07/08/1948 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Jennie Tourel","10946"
"1947-48","07/06/1948 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","","10944"
"1947-48","07/06/1948 20:30:00","1","Pierre Monteux","Stadium-NY Philharmonic","Manhattan, NY","Lewisohn Stadium","Stadium Concert","Hortense Monath","10943"
